code,name,market,per,collected_at,bsns_year,operating_margin,revenue_growth,debt_ratio
950140,잉글우드랩,KRX,,2026-03-27,2024,0.1031456003749132,-0.1566285765074,138.80274586870104
013870,지엠비코리아,KRX,6.29,2026-03-27,2024,0.0312157731281801,0.0518195695222218,220.84908139752343
092730,네오팜,KRX,11.95,2026-03-27,2024,0.2071476251363038,0.2256204922678494,108.79410966842576
378340,필에너지,KRX,21.94,2026-03-27,2024,0.0497602630121736,0.4508272346966513,148.34290026763256
017860,DS단석,KRX,,2026-03-27,2024,0.0126726549729234,-0.1015635333225222,259.97139500944644
010950,S-Oil,KRX,,2026-03-27,2024,0.0115232317815272,0.0254805832300072,181.19164680902983
010100,한국무브넥스,KRX,3.13,2026-03-27,2024,0.0305398313002321,0.0467080836799909,245.95808621536997
271830,팸텍,KRX,,2026-03-27,2024,-0.0840319736595556,-0.5386628614760169,131.41941219653478
005950,이수화학,KRX,,2026-03-27,2024,-0.0268470142867496,-0.0397183786660578,431.7210627800755
010240,흥국,KRX,5.5,2026-03-27,2024,0.0682732424344488,-0.1383856255866262,115.68097399756635
067990,도이치모터스,KRX,,2026-03-27,2024,0.0115478150961288,-0.0125316730483848,311.84293756135924
007340,DN오토모티브,KRX,6.55,2026-03-27,2024,0.152252255525306,0.0505619189865896,230.6106960637638
054090,삼진엘앤디,KRX,,2026-03-27,2024,-0.0516072934057286,-0.0836192341839701,311.4973365525188
092790,넥스틸,KRX,8.52,2026-03-27,2024,0.1144258592854779,-0.1077239280961614,148.7924428177481
419530,SAMG엔터,KRX,,2026-03-27,2024,-0.0524667473012244,0.2240882013490075,316.3350795753141
900340,윙입푸드,KRX,,2026-03-27,2024,0.1034088991673578,0.0962624354252594,124.55188517310904
260930,씨티케이,KRX,,2026-03-27,2024,0.0016141250925238,-0.0597985160755989,122.1450495241372
023590,다우기술,KRX,5.86,2026-03-27,2024,0.1010409691163907,0.1796683086906907,808.1828967181499
146060,율촌,KRX,15.04,2026-03-27,2024,0.0659699278575939,0.0764806147484445,187.92250312123892
001120,LX인터내셔널,KRX,9.5,2026-03-27,2024,0.0294024484599923,0.1462843899444624,169.03345046072334
033160,엠케이전자,KRX,,2026-03-27,2024,0.0479037023748842,0.0480097446056511,253.1755196066798
044450,KSS해운,KRX,4.13,2026-03-27,2024,0.2009593764382378,0.0959074747930571,257.3207057105124
079950,인베니아,KRX,,2026-03-27,2024,-0.4971410115524566,-0.037710918909818,293.2237733824951
419120,산돌,KRX,11.26,2026-03-27,2024,0.1817233100113899,0.1101306933539101,130.44817829971586
340930,유일에너테크,KRX,,2026-03-27,2024,-0.2801619629946963,0.5500641360938262,407.9078434360437
263020,디케이앤디,KRX,6.9,2026-03-27,2024,0.075257795034251,0.253340886575843,139.64512016222676
069140,누리플랜,KRX,15.78,2026-03-27,2024,0.0355831334567408,-0.0501076226916752,346.09388227487136
073110,엘엠에스,KRX,,2026-03-27,2024,-0.0542015193983614,-0.1063019317627722,202.68951487321027
242040,나무기술,KRX,,2026-03-27,2024,-0.0243646265654796,0.0095066552376306,242.6240789648308
033430,디에스티,KRX,,2026-03-27,2024,0.0999572101904317,-0.125298572428042,242.8356845364283
093640,케이알엠,KRX,,2026-03-27,2024,-0.882115308205807,-0.0978414922916252,179.4947527019767
067280,멀티캠퍼스,KRX,5.33,2026-03-27,2024,0.110361437670528,-0.0163378981177008,145.10298705137612
348210,넥스틴,KRX,19.48,2026-03-27,2024,6.767697569914288,0.1947351279975832,120.41156969902715
432470,케이엔에스,KRX,59.07,2026-03-27,2024,0.0299617058140526,-0.1027026055083323,116.20264000341992
090430,아모레퍼시픽,KRX,16.79,2026-03-27,2024,0.0567503376310988,0.0574712026058928,27.36571071633635
293780,압타바이오,KRX,,2026-03-27,2024,-5.609791395328474,9.377597379566192,142.87419421256823
389030,지니너스,KRX,,2026-03-27,2024,-1.8990992602311765,-0.0734517026390865,48.80088633382754
405920,나라셀라,KRX,,2026-03-27,2024,-0.0420528179456716,-0.0306835186132132,202.7621218442052
001970,에스지신성건설,KRX,,2026-03-27,2024,-0.1155391655546844,-0.3456410041411829,2613.561184307544
018620,우진비앤지,KRX,,2026-03-27,2024,0.0053017420143059,-0.0386603304879899,162.60080549728883
020150,롯데에너지머티리얼즈,KRX,307.3,2026-03-27,2024,-0.0714264400620101,0.1152599073678934,119.98294441103204
025900,동화기업,KRX,,2026-03-27,2024,0.0181965338365927,-0.0469740848916929,245.1667902582666
077970,STX엔진,KRX,53.86,2026-03-27,2024,0.0582890744540473,0.1494850925180345,250.29512648430105
056700,신화인터텍,KRX,63.21,2026-03-27,2024,0.0234740893814088,0.394421693804779,200.6905994559573
012860,모베이스전자,KRX,15.5,2026-03-27,2024,0.0353958982841247,0.0342745876086645,245.5459451154179
042510,라온시큐어,KRX,24.22,2026-03-27,2024,0.0314818815098248,0.205455194003243,141.66731350591334
107590,미원홀딩스,KRX,5.96,2026-03-27,2024,0.0483309407361839,0.0753983450225651,166.11205408500035
068790,DMS,KRX,9.29,2026-03-27,2024,0.1826436552133053,-0.4535618538300114,145.16803994330218
054920,한컴위드,KRX,,2026-03-27,2024,0.0028527926803599,0.1066738570014067,154.2159348751315
051360,토비스,KRX,4.2,2026-03-27,2024,0.0935775676727304,0.3942590154892554,199.63670119757248
452160,제이엔비,KRX,26.79,2026-03-27,2024,0.2098504641527452,0.0470093191549095,171.7910038073717
089890,코세스,KRX,,2026-03-27,2024,-0.0810705227259629,-0.2766978697754064,141.26944338778796
128820,대성산업,KRX,40.93,2026-03-27,2024,0.0147491465577819,-0.0816599863922142,171.89535750548927
033250,체시스,KRX,5.13,2026-03-27,2024,0.051807005818266,0.8419410889586935,215.1379567020279
264450,유비쿼스,KRX,11.92,2026-03-27,2024,0.1191879476498851,-0.3093255183815427,114.71296420203412
057680,티사이언티픽,KRX,19.22,2026-03-27,2024,-0.2288678075465625,0.6069511087129446,117.26564044803516
078890,가온그룹,KRX,,2026-03-27,2024,-0.0856046277329942,-0.0876854384512702,290.40467930028626
075970,동국알앤에스,KRX,23.14,2026-03-27,2024,0.0103094593856955,0.0181694357632098,155.78843331494625
080160,모두투어,KRX,18.02,2026-03-27,2024,0.0184944828153136,0.4085841988236492,330.1929168880872
100090,SK오션플랜트,KRX,96.93,2026-03-27,2024,0.063079219934035,-0.2843052562372666,199.28944748578772
003720,삼영,KRX,31.36,2026-03-27,2024,0.072213669177632,0.0281709044203059,183.3963417906043
108230,톱텍,KRX,4.41,2026-03-27,2024,0.0263693447482819,-0.2127911837079893,148.7607140354506
093520,매커스,KRX,11.75,2026-03-27,2024,0.1347219603152037,0.1377600212366758,360.9033076860615
137940,넥스트아이,KRX,,2026-03-27,2024,-0.105278128157371,1.9316855644403896,144.2696735283704
006920,모헨즈,KRX,92.92,2026-03-27,2024,0.0271735977473494,-0.0980946269656566,152.52726292780437
054950,제이브이엠,KRX,9.92,2026-03-27,2024,0.1923992530874601,0.0149524304598139,40.75584475916761
024070,WISCOM,KRX,,2026-03-27,2024,-0.0899443296560503,-0.1227050453570777,114.6757092970169
091700,파트론,KRX,8.16,2026-03-27,2024,0.041514054976935,0.2678397551690352,33.81404887251577
076610,해성옵틱스,KRX,,2026-03-27,2024,-0.1234041697962596,-0.1043096276662076,503.8741453653283
204320,HL만도,KRX,18.5,2026-03-27,2024,0.0405462695083598,0.0542226098235546,163.84923586645436
023810,인팩,KRX,34.29,2026-03-27,2024,0.0355027729217475,0.0386442586036463,241.28169291946057
100250,진양홀딩스,KRX,11.28,2026-03-27,2024,0.0171323442201574,0.0580658924373591,151.2221620919571
310200,애니플러스,KRX,7.93,2026-03-27,2024,0.1919366037173562,0.176287425899165,206.38418050046545
097520,엠씨넥스,KRX,6.04,2026-03-27,2024,0.0419888539850293,0.1335867391341461,154.23597769394007
064820,케이프,KRX,18.67,2026-03-27,2024,0.0754931919663193,-0.1255497792021208,926.6244027318888
014470,부방,KRX,6.19,2026-03-27,2024,0.0139961705213428,0.051773831702014,187.98291238701665
066900,디에이피,KRX,,2026-03-27,2024,-0.0621812767767732,0.2115411825802818,800.0753686045664
024800,유성티엔에스,KRX,2.35,2026-03-27,2024,0.0322245736358256,-0.3559183958557923,123.70864376406678
105760,포스뱅크,KRX,9.42,2026-03-27,2024,0.0386968211070999,-0.0277737386144836,19.63753375378677
035200,프럼파스트,KRX,15.73,2026-03-27,2024,0.0666622163280432,-0.0092591300142212,111.92168791298069
043910,자연과환경,KRX,,2026-03-27,2024,-0.0520129784227284,-0.4156929402805167,149.67107146791744
241770,메카로,KRX,66.07,2026-03-27,2024,0.0655157692725796,0.6290587384605604,7.845878794483103
012610,경인양행,KRX,10.68,2026-03-27,2024,0.0647355328919155,0.0834457282036014,205.3199554579024
102460,이연제약,KRX,44.6,2026-03-27,2024,0.0005344529226347,-0.0183454642843711,100.04467426942874
080010,이상네트웍스,KRX,5.53,2026-03-27,2024,0.212047471394588,0.1884100945951425,121.3813591887868
091970,나노캠텍,KRX,,2026-03-27,2024,0.0032033826983521,0.3091576339097213,255.30960343865183
206400,베노티앤알,KRX,,2026-03-27,2024,-0.3836277588435681,1.5507496410293655,109.95668927739452
084870,티비에이치글로벌,KRX,,2026-03-27,2024,0.0188292424865836,-0.0945638711901171,170.07774860994928
257990,나우코스,KRX,,2026-03-27,2024,0.0204467252629457,0.1761776264998034,210.82512824617243
115440,우리넷,KRX,7.2,2026-03-27,2024,0.1524905361469004,0.1051924045853091,148.08022224087688
264660,씨앤지하이테크,KRX,22.99,2026-03-27,2024,0.0855915322513453,-0.0931930860376461,156.76364936189583
074600,원익QnC,KRX,16.47,2026-03-27,2024,0.1016354008285329,0.1061993810286364,169.57032523777045
111820,지유온,KRX,,2026-03-27,2024,-1.2027222762611107,1.982614431159069,117.80064514977002
036200,유니셈,KRX,17.9,2026-03-27,2024,0.0457200073267173,-0.0601047029715279,115.22189319921236
009440,KC그린홀딩스,KRX,0.46,2026-03-27,2024,-0.1554505144610989,-0.3441119056383248,167.2323130964987
111380,동인기연,KRX,4.9,2026-03-27,2024,0.0931632288067374,0.0492191110785461,195.85552788477384
125210,아모그린텍,KRX,55.5,2026-03-27,2024,0.0347752235547359,-0.1289600090235673,146.99895931003803
114840,아이패밀리에스씨,KRX,7.0,2026-03-27,2024,0.1641563648321639,0.3779422817480187,133.5975968351938
006570,대림통상,KRX,,2026-03-27,2024,-0.0664611720932934,0.022308043383712,277.7842735801468
388050,지투파워,KRX,49.51,2026-03-27,2024,0.0662241169371094,0.1216300619695727,174.648352134262
168360,펨트론,KRX,,2026-03-27,2024,-0.0635544138471445,-0.2266968771258098,255.64800972572
006660,삼성공조,KRX,6.27,2026-03-27,2024,0.0559843887757405,-0.0803738569686147,114.17816351717008
263810,상신전자,KRX,17.16,2026-03-27,2024,0.0170302243451683,0.1391736077209248,184.7452361613414
189980,흥국에프엔비,KRX,12.38,2026-03-27,2024,0.104677091581969,0.0148639000115949,227.6338633172463
451760,컨텍,KRX,,2026-03-27,2024,-0.1766508534060797,3.362193673365855,148.1092147379871
099390,브레인즈컴퍼니,KRX,7.34,2026-03-27,2024,0.135410911518698,0.0296891503112917,110.52941636132864
082800,비보존 제약,KRX,,2026-03-27,2024,0.0325722450270079,0.2283239103409293,173.31073980265327
148150,세경하이테크,KRX,3.79,2026-03-27,2024,0.0983217271128583,0.0520764134561789,166.89751957674704
227610,아우딘퓨쳐스,KRX,,2026-03-27,2024,-0.0970925552095382,0.0607876542365093,249.4837771891677
300080,플리토,KRX,236.12,2026-03-27,2024,-0.0195238089698964,0.1429696808507342,150.10505881865325
269620,시스웍,KRX,,2026-03-27,2024,-0.1431006210517448,-0.1126970399285115,-131.62485748113022
130740,티피씨글로벌,KRX,15.82,2026-03-27,2024,-0.0112124935744112,0.0116545029171935,120.59972807282148
067570,엔브이에이치코리아,KRX,7.79,2026-03-27,2024,0.0425757752826362,0.1574590172402122,286.4965657307745
241690,유니테크노,KRX,8.5,2026-03-27,2024,0.0772059149818079,0.0317961238207374,165.77663063030957
002410,범양건영,KRX,,2026-03-27,2024,-0.3772043438240605,-0.1606967937337967,992.9791621687832
039830,오로라,KRX,15.81,2026-03-27,2024,0.1123398317821969,0.1855088578663992,369.2634216082195
052460,아이크래프트,KRX,,2026-03-27,2024,0.0159065953796827,-0.2753155570233491,180.41106839553
186230,그린플러스,KRX,62.99,2026-03-27,2024,0.0283529290136589,0.4893288260877391,219.28725097467628
